링크,제목,키워드,기관,카테고리목록
https://www.damoa.or.kr/main/cmf_video.php?no=68,맛있는 샌드위치 만드는비법,샌드위치,EBS,우리들의 이야기/요리사; 요리/요리사; 유튜브/샌드위치; 직업/샌드위치; 교육/요리사; 건강/샌드위치; 우리들의 이야기/샌드위치; 교육/샌드위치; 요리/샌드위치; 안전/요리사; 안전/샌드위치; 기타/요리사; 부모교육 및 지원정책/요리사; 기타/샌드위치; 취미/요리사; 유튜브/요리사; 부모교육 및 지원정책/샌드위치; 취미/샌드위치; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=159,필수 세탁기 안전 사용 설명서,세탁기 안전,EBS,건강/세탁기 안전; 부모교육 및 지원정책/세탁기 안전; 우리들의 이야기/세탁기 안전; 교육/세탁기 안전; 취미/세탁기 안전; 요리/세탁기 안전; 안전/세탁기 안전; 기타/세탁기 안전; 유튜브/세탁기 안전; 직업/세탁기 안전
https://www.damoa.or.kr/main/cmf_video.php?no=2517,"큰일이 일어났어요, 노래방에 불이 났을 때 안전하게 대피하기",,EBS,유튜브/소방관; 직업/소방관; 건강/소방관; 우리들의 이야기/소방관; 안전/화재; 요리/소방관; 교육/소방관; 기타/화재; 안전/소방관; 부모교육 및 지원정책/화재; 취미/화재; 취미/소방관; 유튜브/화재; 기타/소방관; 직업/화재; 건강/화재; 우리들의 이야기/화재; 부모교육 및 지원정책/소방관; 교육/화재; 요리/화재
https://www.damoa.or.kr/main/cmf_video.php?no=146,안전한 소화기 사용법,,EBS,기타/소방관; 유튜브/소방관; 직업/소방관; 건강/소방관; 부모교육 및 지원정책/소방관; 우리들의 이야기/소방관; 취미/소방관; 요리/소방관; 교육/소방관; 안전/소방관
https://www.damoa.or.kr/main/cmf_video.php?no=79,소방서 체험 학습 이야기,,EBS,유튜브/소방관; 직업/소방관; 건강/소방관; 우리들의 이야기/소방관; 안전/화재; 요리/소방관; 교육/소방관; 기타/화재; 안전/소방관; 부모교육 및 지원정책/화재; 취미/화재; 취미/소방관; 유튜브/화재; 기타/소방관; 직업/화재; 건강/화재; 우리들의 이야기/화재; 부모교육 및 지원정책/소방관; 교육/화재; 요리/화재
https://www.damoa.or.kr/main/cmf_video.php?no=171,달콤한 초콜렛을 만드는 쇼콜라티에 이야기,쇼콜라티에,EBS,직업/쇼콜라티에; 건강/쇼콜라티에; 부모교육 및 지원정책/쇼콜라티에; 우리들의 이야기/쇼콜라티에; 취미/쇼콜라티에; 요리/쇼콜라티에; 교육/쇼콜라티에; 안전/쇼콜라티에; 기타/쇼콜라티에; 유튜브/쇼콜라티에
https://www.damoa.or.kr/main/cmf_video.php?no=172,"자전거, 인라인스케이트, 퀵보드 안전 교육",,EBS,건강/스케이트 타기; 부모교육 및 지원정책/스케이트 타기; 우리들의 이야기/스케이트 타기; 교육/스케이트 타기; 안전/스케이트 타기; 취미/스케이트 타기; 요리/스케이트 타기; 기타/스케이트 타기; 유튜브/스케이트 타기; 직업/스케이트 타기
https://www.damoa.or.kr/main/cmf_video.php?no=2626,아이스크림 만드는 방법,아이스크림,유튜브 채널 소소한소통,건강/아이스크림; 부모교육 및 지원정책/아이스크림; 우리들의 이야기/아이스크림; 교육/아이스크림; 안전/아이스크림; 취미/아이스크림; 요리/아이스크림; 기타/아이스크림; 유튜브/아이스크림; 직업/아이스크림
https://www.damoa.or.kr/main/cmf_video.php?no=2625,막대 아이스크림 만드는 방법,아이스크림,유튜브 채널 소소한소통,건강/아이스크림; 부모교육 및 지원정책/아이스크림; 우리들의 이야기/아이스크림; 교육/아이스크림; 안전/아이스크림; 취미/아이스크림; 요리/아이스크림; 기타/아이스크림; 유튜브/아이스크림; 직업/아이스크림
https://www.damoa.or.kr/main/cmf_video.php?no=2520,"맛있는 슬러시,아이스크림 만들기",아이스크림,EBS,건강/아이스크림; 부모교육 및 지원정책/아이스크림; 우리들의 이야기/아이스크림; 교육/아이스크림; 안전/아이스크림; 취미/아이스크림; 요리/아이스크림; 기타/아이스크림; 유튜브/아이스크림; 직업/아이스크림
https://www.damoa.or.kr/main/cmf_video.php?no=142,안전한 액체괴물 만드는 법,,EBS,건강/액체괴물 만들기; 부모교육 및 지원정책/액체괴물 만들기; 우리들의 이야기/액체괴물 만들기; 교육/액체괴물 만들기; 취미/액체괴물 만들기; 요리/액체괴물 만들기; 안전/액체괴물 만들기; 기타/액체괴물 만들기; 유튜브/액체괴물 만들기; 직업/액체괴물 만들기
https://www.damoa.or.kr/main/cmf_video.php?no=86,"자동문, 회전문, 에스컬레이터 안전하게 타기",에스컬레이터 안전,EBS,우리들의 이야기/에스컬레이터 안전; 교육/에스컬레이터 안전; 안전/에스컬레이터 안전; 취미/에스컬레이터 안전; 요리/에스컬레이터 안전; 기타/에스컬레이터 안전; 유튜브/에스컬레이터 안전; 직업/에스컬레이터 안전; 건강/에스컬레이터 안전; 부모교육 및 지원정책/에스컬레이터 안전
https://www.damoa.or.kr/main/cmf_video.php?no=4442,2024년 7월 22일#즉흥연극#동화#발달장애 #자조모임#성우놀이#추피는예의바른아이예요,연극,유튜브 채널 엄지공주세상tv,직업/연극; 건강/연극; 부모교육 및 지원정책/연극; 우리들의 이야기/연극; 교육/연극; 안전/연극; 취미/연극; 요리/연극; 기타/연극; 유튜브/연극
https://www.damoa.or.kr/main/cmf_video.php?no=2569,감동의 오디션 「스페셜K」를 소개합니다.,,유튜브 채널 KTV국민방송,직업/연극; 건강/연극; 부모교육 및 지원정책/연극; 우리들의 이야기/연극; 교육/연극; 안전/연극; 취미/연극; 요리/연극; 기타/연극; 유튜브/연극
https://www.damoa.or.kr/main/cmf_video.php?no=3864,"발달장애 청소년들, 문화예술 전문가로 데뷔하는 날! @SBS 생활경제 2684회 20170104",,유튜브 채널 SBS STORY,직업/연극; 건강/연극; 부모교육 및 지원정책/연극; 우리들의 이야기/연극; 교육/연극; 안전/연극; 취미/연극; 요리/연극; 기타/연극; 유튜브/연극
https://www.damoa.or.kr/main/cmf_video.php?no=2081,함께웃는재단의 성인발달장애 치료프로그램을 소개합니다!,,유튜브 채널 함께웃는재단정보나눔,직업/연극; 건강/연극; 부모교육 및 지원정책/연극; 우리들의 이야기/연극; 교육/연극; 안전/연극; 취미/연극; 요리/연극; 기타/연극; 유튜브/연극
https://www.damoa.or.kr/main/cmf_video.php?no=4008,도와줘요 예방주사 (2~5세),예방주사,EBS,교육/예방주사; 안전/예방주사; 취미/예방주사; 요리/예방주사; 기타/예방주사; 유튜브/예방주사; 직업/예방주사; 건강/예방주사; 부모교육 및 지원정책/예방주사; 우리들의 이야기/예방주사
https://www.damoa.or.kr/main/cmf_video.php?no=115,화를 다스려주는 요가,,EBS,건강/요가하기; 유튜브/홈트레이닝; 우리들의 이야기/요가하기; 직업/홈트레이닝; 교육/요가하기; 건강/홈트레이닝; 요리/요가하기; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/요가하기; 안전/홈트레이닝; 기타/요가하기; 기타/홈트레이닝; 부모교육 및 지원정책/요가하기; 취미/요가하기; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 유튜브/요가하기; 직업/요가하기
https://www.damoa.or.kr/main/cmf_video.php?no=114,맑은 얼굴을 만드는 요가,,EBS,건강/요가하기; 유튜브/홈트레이닝; 우리들의 이야기/요가하기; 직업/홈트레이닝; 교육/요가하기; 건강/홈트레이닝; 요리/요가하기; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/요가하기; 안전/홈트레이닝; 기타/요가하기; 기타/홈트레이닝; 부모교육 및 지원정책/요가하기; 취미/요가하기; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 유튜브/요가하기; 직업/요가하기
https://www.damoa.or.kr/main/cmf_video.php?no=4542,[2024 발달장애인용 신규 맞춤형 콘텐츠] 밀키트 요리사,요리사,,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=2787,음식 재료를 준비하고 매장 관리를 돕는 #주방보조원,,한국장애인고용공단,우리들의 이야기/요리사; 요리/요리사; 유튜브/위생관리; 교육/요리사; 직업/위생관리; 건강/위생관리; 우리들의 이야기/위생관리; 요리/위생관리; 교육/위생관리; 안전/요리사; 안전/위생관리; 기타/요리사; 부모교육 및 지원정책/요리사; 기타/위생관리; 취미/요리사; 유튜브/요리사; 부모교육 및 지원정책/위생관리; 취미/위생관리; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=156,맛있는 월남쌈 요리 비법,,EBS,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=155,색다른 무지개치즈 토스트 요리 비법,,EBS,우리들의 이야기/요리사; 기타/토스트; 요리/요리사; 교육/요리사; 부모교육 및 지원정책/토스트; 취미/토스트; 유튜브/토스트; 안전/요리사; 직업/토스트; 건강/토스트; 우리들의 이야기/토스트; 요리/토스트; 교육/토스트; 기타/요리사; 안전/토스트; 부모교육 및 지원정책/요리사; 취미/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=1941,따라레시피 스스로요리 [김치볶음밥] 요리 영상,,사단법인 전국장애인부모연대,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=1930,따라레시피 스스로요리 [미역국] 레시피 영상,,사단법인 전국장애인부모연대,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=1929,따라레시피 스스로요리 [새우감바스] 레시피 영상,,사단법인 전국장애인부모연대,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=154,맛있는 대왕 달걀 초밥 요리 비법,,EBS,우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 기타/초밥; 부모교육 및 지원정책/초밥; 취미/초밥; 안전/요리사; 유튜브/초밥; 직업/초밥; 건강/초밥; 우리들의 이야기/초밥; 교육/초밥; 요리/초밥; 기타/요리사; 부모교육 및 지원정책/요리사; 안전/초밥; 취미/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=2,맛있는 음식을 만드는 요리사 이야기,요리사,EBS,부모교육 및 지원정책/요리사; 우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 안전/요리사; 취미/요리사; 기타/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사
https://www.damoa.or.kr/main/cmf_video.php?no=2774,방진복의 상태를 관리하고 깨끗하게 유지하는 #방진복세정원,,한국장애인고용공단,안전/위생관리; 기타/위생관리; 유튜브/위생관리; 직업/위생관리; 건강/위생관리; 부모교육 및 지원정책/위생관리; 우리들의 이야기/위생관리; 취미/위생관리; 요리/위생관리; 교육/위생관리
https://www.damoa.or.kr/main/cmf_video.php?no=27,아이들을 지도하는 유치원 선생님 이야기,유치원 선생님,EBS,직업/유치원 선생님; 건강/유치원 선생님; 부모교육 및 지원정책/유치원 선생님; 우리들의 이야기/유치원 선생님; 교육/유치원 선생님; 안전/유치원 선생님; 취미/유치원 선생님; 요리/유치원 선생님; 기타/유치원 선생님; 유튜브/유치원 선생님
https://www.damoa.or.kr/main/cmf_video.php?no=2731,"봄, 겨울, 가을, 겨울 계절이 바뀌면",,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=2726,'얼굴놀이' 하면서 놀자~ 놀자~,,EBS,유튜브/율동; 직업/율동; 부모교육 및 지원정책/피자; 건강/율동; 취미/피자; 우리들의 이야기/율동; 교육/율동; 유튜브/피자; 직업/피자; 요리/율동; 건강/피자; 우리들의 이야기/피자; 교육/피자; 요리/피자; 안전/율동; 안전/피자; 기타/율동; 부모교육 및 지원정책/율동; 기타/피자; 취미/율동
https://www.damoa.or.kr/main/cmf_video.php?no=2724,이불과 베개로 재밌게 놀자,,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=2505,귀여운 강아지와 즐거운 율동,율동,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=141,즐거운 '우유송' 율동,율동,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=140,신나는 '올챙이와 개구리' 율동,율동,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=139,동요 '건너가는 길' 율동,율동,EBS,기타/율동; 유튜브/율동; 직업/율동; 건강/율동; 부모교육 및 지원정책/율동; 우리들의 이야기/율동; 교육/율동; 안전/율동; 취미/율동; 요리/율동
https://www.damoa.or.kr/main/cmf_video.php?no=50,불이 나면 어떻게 할까?,,EBS,우리들의 이야기/응급 치료; 교육/응급 치료; 요리/응급 치료; 안전/화재; 안전/응급 치료; 기타/화재; 기타/응급 치료; 부모교육 및 지원정책/화재; 취미/화재; 부모교육 및 지원정책/응급 치료; 유튜브/화재; 취미/응급 치료; 직업/화재; 건강/화재; 우리들의 이야기/화재; 유튜브/응급 치료; 직업/응급 치료; 교육/화재; 요리/화재; 건강/응급 치료
https://www.damoa.or.kr/main/cmf_video.php?no=2370,발달장애 선수들의 건강을 위한 변화에 동참해주세요!,,유튜브 채널 스페셜올림픽코리아 Special Olympics Korea,요리/의료서비스; 안전/의료서비스; 기타/의료서비스; 유튜브/의료서비스; 직업/의료서비스; 건강/의료서비스; 부모교육 및 지원정책/의료서비스; 우리들의 이야기/의료서비스; 교육/의료서비스; 취미/의료서비스
https://www.damoa.or.kr/main/cmf_video.php?no=2578,폭염시 행동요령에 대하여 알아보아요.,,유튜브 채널 행정안전부,기타/일사병; 유튜브/일사병; 직업/일사병; 건강/일사병; 부모교육 및 지원정책/일사병; 우리들의 이야기/일사병; 교육/일사병; 취미/일사병; 요리/일사병; 안전/일사병
https://www.damoa.or.kr/main/cmf_video.php?no=5,맛있는 빵을 만드는 제과제빵사 이야기,제과제빵사,EBS,직업/제과제빵사; 건강/제과제빵사; 부모교육 및 지원정책/제과제빵사; 우리들의 이야기/제과제빵사; 요리/제과제빵사; 교육/제과제빵사; 안전/제과제빵사; 취미/제과제빵사; 기타/제과제빵사; 유튜브/제과제빵사
https://www.damoa.or.kr/main/cmf_video.php?no=143,날아라 종이비행기 접는 법,,EBS,안전/종이접기 만들기; 기타/종이접기 만들기; 유튜브/종이접기 만들기; 직업/종이접기 만들기; 건강/종이접기 만들기; 부모교육 및 지원정책/종이접기 만들기; 우리들의 이야기/종이접기 만들기; 교육/종이접기 만들기; 취미/종이접기 만들기; 요리/종이접기 만들기
https://www.damoa.or.kr/main/cmf_video.php?no=33,빙빙빙 종이비행기 만들기,,EBS,안전/종이접기 만들기; 기타/종이접기 만들기; 유튜브/종이접기 만들기; 직업/종이접기 만들기; 건강/종이접기 만들기; 부모교육 및 지원정책/종이접기 만들기; 우리들의 이야기/종이접기 만들기; 교육/종이접기 만들기; 취미/종이접기 만들기; 요리/종이접기 만들기
https://www.damoa.or.kr/main/cmf_video.php?no=39,맛있는 폭탄주먹밥과 병아리 샐러드 만드는 비법,주먹밥,EBS,건강/주먹밥; 부모교육 및 지원정책/주먹밥; 우리들의 이야기/주먹밥; 취미/주먹밥; 요리/주먹밥; 교육/주먹밥; 안전/주먹밥; 기타/주먹밥; 유튜브/주먹밥; 직업/주먹밥
https://www.damoa.or.kr/main/cmf_video.php?no=2581,장애 유형별 지진 발생시 행동요령을 알아보아요,지진,유튜브 채널 NDMI,직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진
https://www.damoa.or.kr/main/cmf_video.php?no=2549,지진해일 대피요령을 알아봐요.,지진,유튜브 채널 행정안전부,직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진
https://www.damoa.or.kr/main/cmf_video.php?no=2542,재난 발생시 대피 계획을 알아봐요.,,유튜브 채널 행정안전부,직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진
https://www.damoa.or.kr/main/cmf_video.php?no=145,지진이 났을 때 어떻게 대처를 해야 할까요?,지진,EBS,직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진
https://www.damoa.or.kr/main/cmf_video.php?no=206,유부초밥 만들기 (매거진 Autism),초밥,유튜브 채널 오티즘엑스포,우리들의 이야기/초밥; 교육/초밥; 안전/초밥; 취미/초밥; 요리/초밥; 기타/초밥; 유튜브/초밥; 직업/초밥; 건강/초밥; 부모교육 및 지원정책/초밥
https://www.damoa.or.kr/main/cmf_video.php?no=41,인기만점 카레라이스 만드는 비법,카레라이스,EBS,교육/카레라이스; 안전/카레라이스; 취미/카레라이스; 요리/카레라이스; 기타/카레라이스; 유튜브/카레라이스; 직업/카레라이스; 건강/카레라이스; 부모교육 및 지원정책/카레라이스; 우리들의 이야기/카레라이스
https://www.damoa.or.kr/main/cmf_video.php?no=4571,커피 마시면 위험해 (6~12세),커피,EBS,교육/커피; 안전/커피; 취미/커피; 요리/커피; 기타/커피; 유튜브/커피; 직업/커피; 건강/커피; 부모교육 및 지원정책/커피; 우리들의 이야기/커피
https://www.damoa.or.kr/main/cmf_video.php?no=1532,[공익광고협의회] 2019 사회적 약자 보호(발달장애) - 주인공은 싫습니다 60초,,유튜브 채널 PSA KOBACO,교육/커피; 안전/커피; 취미/커피; 요리/커피; 기타/커피; 유튜브/커피; 직업/커피; 건강/커피; 부모교육 및 지원정책/커피; 우리들의 이야기/커피
https://www.damoa.or.kr/main/cmf_video.php?no=2721,코로나 19 바이러스 슬기롭게 극복하기 애니메이션 영상,코로나 19,유튜브 채널 KAIDD한국지적발달장애인복지협회,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2712,보다 뉴스(Boda news) - 코로나19에 다른 복지관 비대면 서비스 운영 시작,,유튜브 채널 사단법인 전국장애인부모연대,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2701,집에서 근력 운동과 스트레칭하는 법(같이 해요 시리즈 4편),,유튜브 채널 사단법인 전국장애인부모연대,유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 안전/코로나 19; 교육/홈트레이닝; 안전/홈트레이닝; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 취미/코로나 19; 기타/홈트레이닝; 유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 우리들의 이야기/코로나 19; 교육/코로나 19; 요리/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2700,집에서 유산소 운동하는 법(같이 해요 시리즈 3편),,유튜브 채널 사단법인 전국장애인부모연대,유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 안전/코로나 19; 교육/홈트레이닝; 안전/홈트레이닝; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 취미/코로나 19; 기타/홈트레이닝; 유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 우리들의 이야기/코로나 19; 교육/코로나 19; 요리/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2699,집에서 하는 비대면 미술 수업(같이 해요 시리즈 2편),,유튜브 채널 사단법인 전국장애인부모연대,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2673,나를 지켜요 코로나-19 생활수칙 노래,,사단법인 전국장애인부모연대,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2540,코로나-19 시대 건강한 일터 함께 만들어가요,,시청자미디어재단,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2659,[다큐멘터리] 코로나19 속 발달장애인들의 삶은,,유튜브 채널 SK 브로드밴드 한빛방송,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=2657,코로나 시기 발달장애 아이와 함께 하는 방법,,유튜브 채널 NHS ELFT,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=1309,자폐스펙트럼 딸과 바깥활동,,유튜브 채널 게임개발짝,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=1264,[연합뉴스TV] '마스크 품귀사태'…장애인들도 생산에 동참,,유튜브 채널 연합뉴스TV,유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19
https://www.damoa.or.kr/main/cmf_video.php?no=34,달걀로 만든 탱탱볼로 활동하기,,EBS,취미/탱탱볼 만들기; 요리/탱탱볼 만들기; 안전/탱탱볼 만들기; 기타/탱탱볼 만들기; 유튜브/탱탱볼 만들기; 직업/탱탱볼 만들기; 건강/탱탱볼 만들기; 부모교육 및 지원정책/탱탱볼 만들기; 우리들의 이야기/탱탱볼 만들기; 교육/탱탱볼 만들기
https://www.damoa.or.kr/main/cmf_video.php?no=4475,[2023년 보다센터] 제3회 발달장애가 있는 우리 아이는 000해서 통합교육 또는 특수학교를 선택했어요 / 발달장애 학령기 부모편 1 / 함께맞는 비 함비,특수학교,유튜브 채널 사단법인 전국장애인부모연대,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4455,자폐성장애 김민성 #강릉 송정해수욕장#발달장애 #국립 경진학교#여름휴가#특수학교#장마철,특수학교,유튜브 채널 김민성 채널,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4451,자폐성장애 김민성 #강릉 #강문해수욕장#세인트 존스호텔#강릉날씨 맑음#발달장애 #국립 경진학교#특수학교 #이른 여름휴가#파도소리,특수학교,유튜브 채널 김민성 채널,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4450,자폐성장애 김민성# 강릉 강문해변#모래찜질#강릉 해수욕장#발달장애 #국립 경진학교#특수학교 #여름휴가,특수학교,유튜브 채널 김민성 채널,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4448,자폐성장애 김민성 #강릉#강문해수욕장 #폭죽놀이#발달장애 #국립 경진학교#특수학교,특수학교,유튜브 채널 김민성 채널,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4446,2024 전국 장애학생 직업기능경진대회 #대전교육 #교육자치 #교육정책 #설동호 #대전특수교육원 #장애학생 #직업기능경진대회 #발달장애 #지적장애 #자폐성장애 #전서경,,유튜브 채널 인터넷학교방송,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
https://www.damoa.or.kr/main/cmf_video.php?no=4416,자폐성장애 김민성 #자기전에 인사#엄마 돈벌어오느라 수고하셨어요#감사인사#감동 #고마워#잘자#국립 경진학교#발달장애 #특수학교,특수학교,유튜브 채널 김민성 채널,취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교
