,제목,기관,키워드,카테고리목록,요약,링크
414,발달장애 선수들의 건강을 위한 변화에 동참해주세요!,유튜브 채널 스페셜올림픽코리아 Special Olympics Korea,"발달장애, 선수, 건강, 변화, 요리, 안전, 기타, 유튜브, 직업, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 의료서비스",요리/의료서비스; 안전/의료서비스; 기타/의료서비스; 유튜브/의료서비스; 직업/의료서비스; 건강/의료서비스; 부모교육 및 지원정책/의료서비스; 우리들의 이야기/의료서비스; 교육/의료서비스; 취미/의료서비스,,https://www.damoa.or.kr/main/cmf_video.php?no=2370
415,폭염시 행동요령에 대하여 알아보아요.,유튜브 채널 행정안전부,"폭염, 행동요령, 일사병, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/일사병; 유튜브/일사병; 직업/일사병; 건강/일사병; 부모교육 및 지원정책/일사병; 우리들의 이야기/일사병; 교육/일사병; 취미/일사병; 요리/일사병; 안전/일사병,,https://www.damoa.or.kr/main/cmf_video.php?no=2578
416,맛있는 빵을 만드는 제과제빵사 이야기,EBS,"맛있는 빵, 제과제빵사, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 요리, 교육, 안전, 취미, 기타, 유튜브",직업/제과제빵사; 건강/제과제빵사; 부모교육 및 지원정책/제과제빵사; 우리들의 이야기/제과제빵사; 요리/제과제빵사; 교육/제과제빵사; 안전/제과제빵사; 취미/제과제빵사; 기타/제과제빵사; 유튜브/제과제빵사,,https://www.damoa.or.kr/main/cmf_video.php?no=5
417,날아라 종이비행기 접는 법,EBS,"안전, 종이접기, 만들기, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 종이비행기",안전/종이접기 만들기; 기타/종이접기 만들기; 유튜브/종이접기 만들기; 직업/종이접기 만들기; 건강/종이접기 만들기; 부모교육 및 지원정책/종이접기 만들기; 우리들의 이야기/종이접기 만들기; 교육/종이접기 만들기; 취미/종이접기 만들기; 요리/종이접기 만들기,,https://www.damoa.or.kr/main/cmf_video.php?no=143
418,빙빙빙 종이비행기 만들기,EBS,"종이비행기, 종이접기, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리",안전/종이접기 만들기; 기타/종이접기 만들기; 유튜브/종이접기 만들기; 직업/종이접기 만들기; 건강/종이접기 만들기; 부모교육 및 지원정책/종이접기 만들기; 우리들의 이야기/종이접기 만들기; 교육/종이접기 만들기; 취미/종이접기 만들기; 요리/종이접기 만들기,,https://www.damoa.or.kr/main/cmf_video.php?no=33
419,맛있는 폭탄주먹밥과 병아리 샐러드 만드는 비법,EBS,"맛있는, 폭탄주먹밥, 병아리 샐러드, 건강, 부모교육 및 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 유튜브, 직업",건강/주먹밥; 부모교육 및 지원정책/주먹밥; 우리들의 이야기/주먹밥; 취미/주먹밥; 요리/주먹밥; 교육/주먹밥; 안전/주먹밥; 기타/주먹밥; 유튜브/주먹밥; 직업/주먹밥,,https://www.damoa.or.kr/main/cmf_video.php?no=39
420,장애 유형별 지진 발생시 행동요령을 알아보아요,유튜브 채널 NDMI,"직업, 지진, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브",직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진,,https://www.damoa.or.kr/main/cmf_video.php?no=2581
421,지진해일 대피요령을 알아봐요.,유튜브 채널 행정안전부,"지진, 대피요령, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브",직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진,,https://www.damoa.or.kr/main/cmf_video.php?no=2549
422,재난 발생시 대피 계획을 알아봐요.,유튜브 채널 행정안전부,"재난, 대피 계획, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브, 지진",직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진,,https://www.damoa.or.kr/main/cmf_video.php?no=2542
423,지진이 났을 때 어떻게 대처를 해야 할까요?,EBS,"지진, 대처, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브",직업/지진; 건강/지진; 부모교육 및 지원정책/지진; 우리들의 이야기/지진; 교육/지진; 안전/지진; 취미/지진; 요리/지진; 기타/지진; 유튜브/지진,,https://www.damoa.or.kr/main/cmf_video.php?no=145
424,유부초밥 만들기 (매거진 Autism),유튜브 채널 오티즘엑스포,"유부초밥, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책",우리들의 이야기/초밥; 교육/초밥; 안전/초밥; 취미/초밥; 요리/초밥; 기타/초밥; 유튜브/초밥; 직업/초밥; 건강/초밥; 부모교육 및 지원정책/초밥,,https://www.damoa.or.kr/main/cmf_video.php?no=206
425,인기만점 카레라이스 만드는 비법,EBS,"카레라이스, 교육, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 인기, 비법",교육/카레라이스; 안전/카레라이스; 취미/카레라이스; 요리/카레라이스; 기타/카레라이스; 유튜브/카레라이스; 직업/카레라이스; 건강/카레라이스; 부모교육 및 지원정책/카레라이스; 우리들의 이야기/카레라이스,,https://www.damoa.or.kr/main/cmf_video.php?no=41
426,커피 마시면 위험해 (6~12세),EBS,"교육, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 커피, 위험, 6~12세",교육/커피; 안전/커피; 취미/커피; 요리/커피; 기타/커피; 유튜브/커피; 직업/커피; 건강/커피; 부모교육 및 지원정책/커피; 우리들의 이야기/커피,,https://www.damoa.or.kr/main/cmf_video.php?no=4571
427,[공익광고협의회] 2019 사회적 약자 보호(발달장애) - 주인공은 싫습니다 60초,유튜브 채널 PSA KOBACO,"교육, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 사회적 약자, 발달장애, 공익광고",교육/커피; 안전/커피; 취미/커피; 요리/커피; 기타/커피; 유튜브/커피; 직업/커피; 건강/커피; 부모교육 및 지원정책/커피; 우리들의 이야기/커피,,https://www.damoa.or.kr/main/cmf_video.php?no=1532
428,코로나 19 바이러스 슬기롭게 극복하기 애니메이션 영상,유튜브 채널 KAIDD한국지적발달장애인복지협회,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 애니메이션, 극복",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2721
429,보다 뉴스(Boda news) - 코로나19에 다른 복지관 비대면 서비스 운영 시작,유튜브 채널 사단법인 전국장애인부모연대,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 비대면 서비스, 복지관",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2712
430,집에서 근력 운동과 스트레칭하는 법(같이 해요 시리즈 4편),유튜브 채널 사단법인 전국장애인부모연대,"유튜브, 홈트레이닝, 직업, 건강, 우리들의 이야기, 요리, 안전, 코로나 19, 교육, 기타, 부모교육 및 지원정책, 취미",유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 안전/코로나 19; 교육/홈트레이닝; 안전/홈트레이닝; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 취미/코로나 19; 기타/홈트레이닝; 유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 우리들의 이야기/코로나 19; 교육/코로나 19; 요리/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2701
431,집에서 유산소 운동하는 법(같이 해요 시리즈 3편),유튜브 채널 사단법인 전국장애인부모연대,"유튜브, 홈트레이닝, 직업, 건강, 우리들의 이야기, 요리, 안전, 코로나 19, 교육, 기타, 부모교육 및 지원정책, 취미",유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 우리들의 이야기/홈트레이닝; 요리/홈트레이닝; 안전/코로나 19; 교육/홈트레이닝; 안전/홈트레이닝; 기타/코로나 19; 부모교육 및 지원정책/코로나 19; 취미/코로나 19; 기타/홈트레이닝; 유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/홈트레이닝; 취미/홈트레이닝; 우리들의 이야기/코로나 19; 교육/코로나 19; 요리/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2700
432,집에서 하는 비대면 미술 수업(같이 해요 시리즈 2편),유튜브 채널 사단법인 전국장애인부모연대,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 비대면, 미술, 수업, 같이 해요, 시리즈",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2699
433,나를 지켜요 코로나-19 생활수칙 노래,사단법인 전국장애인부모연대,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 생활수칙, 노래",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2673
434,코로나-19 시대 건강한 일터 함께 만들어가요,시청자미디어재단,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2540
435,[다큐멘터리] 코로나19 속 발달장애인들의 삶은,유튜브 채널 SK 브로드밴드 한빛방송,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 발달장애인, 삶",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2659
436,코로나 시기 발달장애 아이와 함께 하는 방법,유튜브 채널 NHS ELFT,"코로나 19, 발달장애, 아이, 부모교육, 지원정책, 건강, 안전, 교육, 취미, 요리, 우리들의 이야기, 직업",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=2657
437,자폐스펙트럼 딸과 바깥활동,유튜브 채널 게임개발짝,"자폐스펙트럼, 바깥활동, 유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=1309
438,[연합뉴스TV] '마스크 품귀사태'…장애인들도 생산에 동참,유튜브 채널 연합뉴스TV,"유튜브, 코로나 19, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 마스크, 장애인, 생산, 품귀사태",유튜브/코로나 19; 직업/코로나 19; 건강/코로나 19; 부모교육 및 지원정책/코로나 19; 우리들의 이야기/코로나 19; 교육/코로나 19; 안전/코로나 19; 취미/코로나 19; 요리/코로나 19; 기타/코로나 19,,https://www.damoa.or.kr/main/cmf_video.php?no=1264
439,달걀로 만든 탱탱볼로 활동하기,EBS,"취미, 탱탱볼 만들기, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 달걀",취미/탱탱볼 만들기; 요리/탱탱볼 만들기; 안전/탱탱볼 만들기; 기타/탱탱볼 만들기; 유튜브/탱탱볼 만들기; 직업/탱탱볼 만들기; 건강/탱탱볼 만들기; 부모교육 및 지원정책/탱탱볼 만들기; 우리들의 이야기/탱탱볼 만들기; 교육/탱탱볼 만들기,,https://www.damoa.or.kr/main/cmf_video.php?no=34
440,[2023년 보다센터] 제3회 발달장애가 있는 우리 아이는 000해서 통합교육 또는 특수학교를 선택했어요 / 발달장애 학령기 부모편 1 / 함께맞는 비 함비,유튜브 채널 사단법인 전국장애인부모연대,"취미, 특수학교, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 발달장애, 통합교육, 학령기, 부모, 함께맞는 비 함비",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4475
441,자폐성장애 김민성 #강릉 송정해수욕장#발달장애 #국립 경진학교#여름휴가#특수학교#장마철,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 강릉, 송정해수욕장, 발달장애, 국립 경진학교, 여름휴가, 특수학교, 장마철, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4455
442,자폐성장애 김민성 #강릉 #강문해수욕장#세인트 존스호텔#강릉날씨 맑음#발달장애 #국립 경진학교#특수학교 #이른 여름휴가#파도소리,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 강릉, 강문해수욕장, 세인트 존스호텔, 강릉날씨, 발달장애, 국립 경진학교, 특수학교, 이른 여름휴가, 파도소리, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4451
443,자폐성장애 김민성# 강릉 강문해변#모래찜질#강릉 해수욕장#발달장애 #국립 경진학교#특수학교 #여름휴가,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 강릉, 강문해변, 모래찜질, 해수욕장, 발달장애, 국립 경진학교, 특수학교, 여름휴가, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4450
444,자폐성장애 김민성 #강릉#강문해수욕장 #폭죽놀이#발달장애 #국립 경진학교#특수학교,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 강릉, 강문해수욕장, 폭죽놀이, 발달장애, 국립 경진학교, 특수학교, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4448
445,2024 전국 장애학생 직업기능경진대회 #대전교육 #교육자치 #교육정책 #설동호 #대전특수교육원 #장애학생 #직업기능경진대회 #발달장애 #지적장애 #자폐성장애 #전서경,유튜브 채널 인터넷학교방송,"취미, 특수학교, 요리, 특수학교, 안전, 특수학교, 기타, 특수학교, 유튜브, 특수학교, 직업, 특수학교, 건강, 특수학교, 부모교육, 지원정책, 특수학교, 우리들의 이야기, 교육, 장애학생, 직업기능경진대회, 발달장애, 지적장애, 자폐성장애, 대전교육, 교육자치, 교육정책, 설동호, 대전특수교육원, 전서경",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4446
446,자폐성장애 김민성 #자기전에 인사#엄마 돈벌어오느라 수고하셨어요#감사인사#감동 #고마워#잘자#국립 경진학교#발달장애 #특수학교,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 자기전 인사, 엄마, 돈벌어오느라 수고하셨어요, 감사인사, 감동, 고마워, 잘자, 국립 경진학교, 발달장애, 특수학교, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4416
447,특수학교vs특수학급! 선배맘이 알려주는 초등 입학 준비,시청자미디어재단,"특수학교, 초등 입학 준비, 부모교육, 안전, 건강, 직업, 요리, 유튜브, 취미, 기타, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=165
448,"[2023년 보다센터] 제6회 장애 경중에 따라 특수학교 갈 사람, 통합학교 갈 사람 정해진다고? / 발달장애 학령기 교사편 1 /함께맞는 비 함비",유튜브 채널 사단법인 전국장애인부모연대,"취미, 특수학교, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 발달장애, 학령기, 교사",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4361
449,자폐성장애 김민성 #한글용사 아이야 뮤지컬#화정 어울림극장#국립 경진학교#발달장애 #특수학교#천지#커튼콜#어린이 뮤지컬#엄마랑 주말데이트,유튜브 채널 김민성 채널,"자폐성장애, 김민성, 한글용사, 뮤지컬, 화정, 어울림극장, 국립 경진학교, 발달장애, 특수학교, 커튼콜, 어린이 뮤지컬, 엄마랑 주말데이트, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=4350
450,아이보다 하루만 더 살았으면 좋겠다는 부모님들에게 꼭 하고 싶은 말 | 발달장애인 부모들의 경험 | 씨리얼 시선,유튜브 채널 씨리얼,"취미, 특수학교, 요리, 특수학교, 안전, 특수학교, 기타, 특수학교, 유튜브, 특수학교, 직업, 특수학교, 건강, 특수학교, 부모교육 및 지원정책, 특수학교, 우리들의 이야기, 특수학교, 교육, 특수학교, 발달장애인, 부모, 경험, 소통",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=3850
451,[발달장애 고민토크] 통합교육: 학교생활 편,유튜브 채널 우리아이 연구소,"발달장애, 통합교육, 학교생활, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 특수학교",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=2638
452,발달장애 학생들의 하루 일과,유튜브 채널 발달장애소통과 지원 연구소,"발달장애, 학생, 하루, 일과, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 특수학교",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=1663
453,장애인에대한이해6 발달장애 조기교육,유튜브 채널 하람솔 이야기,"장애인, 발달장애, 조기교육, 취미, 요리, 안전, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 특수학교",취미/특수학교; 요리/특수학교; 안전/특수학교; 기타/특수학교; 유튜브/특수학교; 직업/특수학교; 건강/특수학교; 부모교육 및 지원정책/특수학교; 우리들의 이야기/특수학교; 교육/특수학교,,https://www.damoa.or.kr/main/cmf_video.php?no=1482
454,절대 절대 안 터지는 풍선,EBS,"풍선 만들기, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브, 절대 안 터지는",직업/풍선 만들기; 건강/풍선 만들기; 부모교육 및 지원정책/풍선 만들기; 우리들의 이야기/풍선 만들기; 교육/풍선 만들기; 안전/풍선 만들기; 취미/풍선 만들기; 요리/풍선 만들기; 기타/풍선 만들기; 유튜브/풍선 만들기,,https://www.damoa.or.kr/main/cmf_video.php?no=35
455,양송이피자와 바나나스무디 만들기(스스로 요리),사단법인 전국장애인부모연대,"양송이피자, 바나나스무디, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 유튜브",직업/피자; 건강/피자; 부모교육 및 지원정책/피자; 우리들의 이야기/피자; 교육/피자; 취미/피자; 요리/피자; 안전/피자; 기타/피자; 유튜브/피자,,https://www.damoa.or.kr/main/cmf_video.php?no=2685
456,발달장애 예술 감독이 특별한 이유?,유튜브 채널 심터뷰,"발달장애, 예술 감독, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 합창",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=3992
457,제4회 전국발달장애인합창대회 대상팀 공연 영상(대구광역시지적장애인 청소년·선명합창단),한국지적발달장애인복지협회,"기타, 합창, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애인, 대회, 공연, 청소년, 대구광역시, 선명합창단",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=2017
458,제5회 전국발달장애인합창대회 대상팀 공연 영상(온누리합창단),한국지적발달장애인복지협회,"기타, 합창, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애인, 전국발달장애인합창대회, 온누리합창단",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=2016
459,제7회 전국발달장애인합창대회 요약 영상,한국지적발달장애인복지협회,"합창, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애인, 전국발달장애인합창대회, 요약 영상",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=2011
460,삼성&아르크 수화합창단 [꿈꾸지 않으면] (발달장애청소년 합창단 special needs choir),유튜브 채널 사단법인아르크,"삼성, 아르크, 수화합창단, 꿈꾸지 않으면, 발달장애청소년, 합창, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1461
461,사운더블예술단[Butterfly] (발달장애청소년 합창단 special needs choir),유튜브 채널 사단법인아르크,"사운더블예술단, 발달장애청소년, 합창, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1458
462,"사운더블예술단 (발달장애청소년 합창단) [우리들의 어린 시절], [폭풍은 지나가요]",유튜브 채널 사단법인아르크,"기타, 합창, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애청소년, 사운더블예술단, 어린 시절, 폭풍",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1454
